Abstract;Year
Rhinoplasty is a collection of surgical procedures performed on nose for the purpose of correcting functional and shape deformities. Nose is a facial feature which naturally draws attention during everyday contact. Any operation performed on nose has to blend well with the other facial features of the face. For this reason rhinoplasty is a type of surgery which requires artistic skills from surgeon as well as surgical skills. In this paper we present an artistic simulation tool which manipulates the shape of the nose on the bases of rhinoplasty procedures to be used during the surgery. Unlike other artistic simulation tools which can modify shape with no constraints this tool simulates the effect of individual operations. Simulation tool can be valuable only if it predicts the outcome of the surgery with accuracy. Ultimately the outcome of the simulation depends largely on the experience of the surgeon. This is also the case with the tool presented in this study so with experience the tool can be useful for predicting outcome more and more accurately. In this paper the mechanical model of the nose and tools used for simulation are discussed. The simulation results are compared with actual rhinoplasty results to see the fidelity of the approach. A flowchart of the decision process and how rhinoplastic simulation together with the ideal nose data can be used to aid actual rhinoplastic surgery is given at the end. (C) 2003 Elsevier Ltd. All rights reserved.;2004
Rhinoplasty is a common procedure in cosmetic surgery all over the world. Patients desire enhancement of their facial beauty by the correction of preexisting nasal deformities. Precisely performed operations lead to better results and enhancing technical accuracy accordingly results in more successful outcomes. Endoscopy helps us visualize the closed parts of the body with the aid of an illuminated optical device. The objective behind the present case series was to bring the advantages of open and closed rhinoplasty together by using endoscopic vision systems. A total of 312 patients with unoperated nasal deformities from private practice were operated and videoendoscopic closed rhinoplasty was performed on each patient. Postoperative patient satisfaction was assessed using the Rhinoplasty Outcome Score the level of satisfaction was found to be excellent. In the present case series it was hypothesized that trocar mobility under the skin flap allows virtual binocular vision that eventually leads to stereoptic depth perception. This allows virtual three-dimensional (3D) vision on the screen of the endoscope with a regular trocar. The mobility of the tip in the transverse axis created a virtual 3D appearance. Our experiences with videoendoscopic closed rhinoplasty are shared in this report. (C) 2017 British Association of Plastic Reconstructive and Aesthetic Surgeons. Published by Elsevier Ltd. All rights reserved.;2018
Rhinoplasty is a common surgical procedure. Bleeding prevention is a crucial part of the surgery. We aimed to evaluate the different dose regimens of tranexamic acid (TXA) in reducing intraoperative blood loss among patients undergoing rhinoplasty. This prospective randomized study was performed in patients scheduled for rhinoplasty surgery between March 2019 and March 2020. The patients were divided into 3 groups containing 30 patients in each group. The patients in Group 1 received the first dose of 1 g intravenous (IV) TXA 10 minutes before the surgery and the second dose was administered at the end of the operation. The patients in Group 2 received only a single dose of 1 g of IV TXA 10 minutes before the surgery. The patients in Group 3 did not receive medication. Demographic data were obtained through a review of patient's medical records. Preoperative and postoperative hemoglobin levels postoperative transfusion and complications rate were compared between the study groups. No significant differences were observed between the study groups in terms of age gender body mass index American Society of Anesthesiologists scores and the level of preoperative Hb values (P > 0.05). The mean total blood loss was lower in Group 1 than the other groups but the difference was not statistically significant (P = 0.464). The administration of single-dose IV TXA or intermittent IV doses of TXA could decrease total blood loss in rhinoplasty but the statistical and clinical relevance was not significant.;2021
Rhinoplasty is a complex but commonly applied surgical procedure. Patient satisfaction is the least discussed but one of the most important determinants of surgical success. Evaluation of the patient satisfaction together with surgeon satisfaction were the main goals of this study. The roles of anxiety gender age and follow-up period were also studied. 53 eligible patients operated by the first two authors within the previous 2 years were enrolled in the study. The medical records were reviewed for demographic data as well as the details of the surgical procedure. Functional and esthetic satisfactions of the patients were evaluated by VAS and ROE respectively. Surgeon satisfaction was evaluated by VAS in crosswise manner. Anxiety was measured by STAI_s and STAI_t scales. The analysis concerning esthetic results as well as functional results did not reveal any significant difference between the two surgeons (p = 0.132 p = 0.43 respectively). ROE scores were significantly different among patients with good and very good functional results. The difference between surgeon satisfaction and patient satisfaction was found to be insignificant (p = 0.273). Correlation analysis yielded a positive correlation between STAI_I and STAI_II (Pearson r = 0.335 p = 0.014) but not between STAI scores and ROE scores. Moreover there was no relation between anxiety scores and the functional results. Likely gender as well as age follow-up and surgical technique were not found to have any effect on patient satisfaction either. Patient satisfaction is preferential in rhinoplasty. In our patient series patient satisfaction was shown to be correlated with functional outcome but not with surgeon satisfaction. Anxiety was not found to have a significant impact on results of rhinoplasty. Our results should be interpreted cautiously keeping in mind that our patients' primary drive for rhinoplasty was functional.;2018
Rhinoplasty is a difficult procedure to record for several reasons which include the narrow dark and deep surgical field cluttered with many instruments and the heads and hands of the surgical team often blocking the view. This study discusses 13 rhinoplasty cases that were recorded using the authors' technique. A three-minute unedited segment was extracted from the mid-portion of each surgical case and that footage was evaluated by three specialist examiners. Results indicate that the authors' technique can offer a effective solution in the video recording of the nasal-dorsal part of a rhinoplasty.;2016
Rhinoplasty is a plastic surgical procedure that requires careful attention at every stage because of its applicability and the different expectations of the patients and the physicians. The steps of the procedure should be followed strictly before during and after the operation. This case review is about a patient in whom a hematoma developed at the nasal dorsum because the patient neglected post-surgical care. After the early recognition of this complication the hematoma is drained and the patient's dressing is reconstructed. After 3 days of follow-up the hematoma is resolved and the patient is discharged. Patients should be closely followed after rhinoplasty as with every surgery. When a complication develops early intervention should be made as soon as possible.;2018
Rhinoplasty is a sophisticated surgery that needs high technical skills with knowledge. The DR technique is a refined technique to deal with the selected cases which are challenging for rhinology (wide dorsum base and humpy nose). Still so many things are unknown and one life span will be never enough to solve it. However the author thinks that any solution fills the gaps is the only thing we can improve the medicine. Level of Evidence V This journal requires that authors assign a level of evidence to each article. For a full description of these Evidence-Based Medicine ratings please refer to the Table of Contents or the online Instructions to Authors www.springer.com/00266.;2020
Rhinoplasty is one of the most challenging procedures to master in plastic surgery. A successful outcome almost always requires a detailed preoperative analysis. However intraoperative assessment should not be underestimated as well. To give a rough idea about the changing positions of the basic landmarks of the nose we would like to demonstrate the 3-point suture determination test. With this simple method surgeons might estimate the instant effects of certain maneuvers during surgery.;2014
Rhinoplasty is one of the most common and challenging surgeries in aesthetic plastic surgery. Among rhinoplasty operations dorsal hump reduction and septal deviation surgeries are quite common. In the present research the author describes new approaches in which let-down and crossbar techniques are used in patients with simultaneous dorsal hump and septal deviation deformations. The records of the patients were accessed from a private practice. According to the inclusion and exclusion criteria 36 patients were included. Two approaches were defined according to patients' needs. Patients were evaluated using the Rhinoplasty Outcome Evaluation (ROE) questionnaire before and 12 months after surgery. The follow-up periods ranged between 14 and 21 months. The ROE scores ranged between 80 and 100 points after 1 year. The initial median ROE score was 55.5 and it increased to 90.5 points at 12 months after surgery (P < 0.001). Patient satisfaction was excellent for 90% of the included patients. The present research is the first to demonstrate the successful results of the combination of crossbar and let-down techniques in patients with septal deviation and nasal hump. Plastic surgeons will be able to solve these challenging problems without relapse with the combination of crossbar and let-down techniques.;2021
Rhinoplasty is one of the most variable operations in facial plastic surgery because of the various deformities involved and dissimilar methods used to correct them. Although the exposure of the surgical anatomy with an open approach to rhinoplasty is much better than with the endonasal approach many surgeons focus mainly on the risk of a visible columellar scar. However despite this unfavorable complication of a midcolumellar incision a better understanding of the nasal deformities can be gained and a more detailed reconstruction can be performed. Surgeons have developed various methods to reduce the risk of scar formation. Different incision types include the Z V reverse V and W incisions. In our experience meticulous inverted V midcolumellar incision closure results in a better scar. There is no convincing reason to reject the transcolumellar incision for external rhinoplasty.;2009
Rhinoplasty is the most challenging facial aesthetic surgical procedure according to many plastic surgeons. Nasal bone osteotomies especially lateral osteotomies have a complicated history. If lateral osteotomy is not stable after osteotomy during intraoperative period stabilization is attempted with internal and external nasal splints but it is not possible to be confident about the stabilization since it is not fully fixed and cannot be observed directly. The authors presented the technique stabilization of the lateral osteotomy inferior tip with cerclage wire if there is a stabilization problem or step-off deformity after lateral osteotomy.;2019
Rhinoplasty remains one of the most commonly performed aesthetic surgical procedure that demands a meticulous intraoperative precision as well as maximum precaution and control. Nasal osteotomy is a key component to shape the bony vault in aesthetic rhinoplasty but it is also the so versatile dangerous and difficult to learn. The present study aims to evaluate the usefulness of our locator instrument for beginners which is called transilluminating osteotome. The use of transilluminating osteotome instead of guided lateral nasal osteotome is a reliable instrument since it facilitates the localization of osteotome and osteotomy line beneath the soft tissue with a limited damage to the surrounding soft tissues. Level of Evidence: III;2020
Rhinoplasty surgery has been among the most popular techniques sought by men and women in the last decade. Since Dr John Roe's endonasal rhinoplasty approach was first introduced in 1887 loss of nasal tip projection has been a challenging problem. To solve this problem a variety of technical methods have been presented by many authors. In this study the transseptal transfixion incision method was used to preserve the nasal tip projection. Transmembranous transfixion incisions were used and a 2-mm cartilaginous strip was left attached to the membranous septum. At the end of the operation the cartilaginous strip was used as a strut flap. To evaluate nasal tip projection preoperative and postoperative lateral view photos of all patients were marked at reference points (lateral cantus alar groove and angulus oris) and overlapped. The changes of the nose were clearly evaluated using Photoshop CS and Macromedia Fireworks in accordance with clinimetric analysis methods. All patients were evaluated at 12 months postoperatively. Although we did not use the additional tip projecting method including cartilage graft suture of nasal tip projections went well and columella appearances were natural. In this technique extra time and both autologous and artificial tissue are not required to maintain the nasal tip support. The main anatomic relation between lower lateral cartilages and septum is not disturbed and the appearance of the nasal tip is more natural. It is easy to determine how much the caudal septum will be reduced.;2009
Rhinoplasty via either an open or a closed approach is classically performed in the supraperichondrial plane i.e. underneath the SMAS. Total subperichondrial and subperiosteal approaches providing large exposure of all of the osteocartilaginous framework of the nose have been described in recent years. This deeper dissection requires adaptation of surgical instruments to perform both subperichondrial and subperiosteal dissection but also to perform osteotomies. New tools such as the Rhinosculpture or piezoelectric motor are particularly useful in this context. Acquisition of this dissection technique although it requires a long learning curve is largely rewarded by the advantages of this technique in primary and secondary rhinoplasty. The objective of this technical note is to provide a detailed description of the operative technique and the instrumentation required. (C) 2019 Elsevier Masson SAS. All rights reserved.;2019
Saddle nose deformity is a challenging complication of septoplasty or septorhinoplasty characterized by underprojected cartilaginous dorsum. Nasal dorsal augmentation is a significant part of reconstructive surgery of saddle nose deformities. In this study the authors aimed to discuss the results of using toothpick-shaped costal cartilage grafts in nasal dorsal augmentation of saddle nose deformity. Twelve patients who underwent nasal dorsal augmentation due to moderate to severe saddle nose deformity secondary to the previous septoplasty or septorhinoplasty were retrospectively reviewed. Costal cartilage grafts prepared in the shape of toothpicks were used in all patients. Costal cartilage was used as toothpick-shaped free grafts in 12 patients (female: 7 male: 5) with a mean age of 42 (range: 24-56) for dorsal augmentation in the secondary septorhinoplasty. All patients had a history of previous surgery (septoplasty n=9 and septorhinoplasty n=3). All patients were operated under general anesthesia with open technique septorhinoplasty. The mean follow-up was 18 (range: 9-48) months. In only 1 of the 12 patients a postoperative complication was observed including an infection of the tip area in the second postoperative week. None of the patients experienced donor site complications or major graft resorption. All patients were satisfied with functional and esthetic outcomes. No revision surgery was needed in any patient. Toothpick-shaped costal cartilage grafts are useful in nasal dorsal augmentation of moderate to severe saddle nose deformity. This technique offers smooth camouflage satisfactory accordance with the recipient region and shorter operation time. In addition it avoids the side effects from wrapping techniques such as foreign body reaction or additional donor site morbidities.;2017
Saddle nose deformity is characterized by depression of the nasal bone and the cartilage dorsum associated with a collapse in the upper lateral and alar cartilages. Etiopathogenesis usually involves trauma or invasive excision of the bone and cartilage. Surgical treatment for functional and aesthetic recovery relies on the use of grafts. Options for grafting include autogenous tissue such as bone or cartilage and alloplastic augmentation. Nine patients with saddle nose deformity underwent surgical reconstruction with autogenous costal cartilage. The deformity was the result of trauma in seven patients and secondary to surgery in two patients. Cartilage obtained from the sixth and seventh ribs was used as the graft material to compensate for the low nasal dorsum. Cartilage was used as a single unit and shaped to cover the nasal dorsum and the lateral nasal walls completely. The upper lateral cartilages were fixed to shaped cartilage graft. Additional cartilage grafts into the columella and septum were also placed in all patients. Functional and aesthetic outcome was satisfactory in all patients. As a result using costal cartilage graft a single unit allowed more predictable and reliable reconstruction of the saddle nose deformity than the conventional dorsal grafts.;2007
Saddle nose deformity presents a significant challenge to surgeons. The reconstruction of a saddle nose requires structural addition to the nasal dorsum and tip. Costal cartilage grafts have been utilized for fixing severe saddle nose deformity but costal cartilage is notorious for early and/or late warping. In addition to well-known measures the efficacy of a preventive surgical technique against warping was investigated in this study. Costal cartilage grafts were used in 18 patients with severe saddle noses. Due to recurrent and late warping of the grafts an additional measure was taken in 23 patients with a comparable deformity. In these 23 patients just before insertion the costal cartilage was transected on 75 % of its horizontal width every 2 mm alternating between both sides along the entire length of the implant a so-called accordion technique. With traditional measures early and/or late warping of the graft was observed in 7 (39 %) of 18 patients postoperatively. Two grafts warped so severely that they required revision surgery. On the other hand additional use of the accordion technique prevented the costal cartilage from warping in all 23 cases. The warping complication rate was significantly higher in patients whose graft did not undergo the described accordion technique. The accordion technique is thought to break the recoil mechanism responsible for warping. Since incorporating this surgical technique warping has not been seen in any saddle nose deformity patients treated by us in the last 5 years. This simple technique is strongly recommended in these cases. This journal requires that authors assign a level of evidence to each article. For a full description of these Evidence-Based Medicine ratings please refer to the Table of Contents or the online Instructions to Authors www.springer.com/00266.;2013
Saddle nose reconstruction is based on the use of support grafts to manage aesthetic and functional problems. Bone (calvarial iliac crest costal nasal hump ulnar and heterogenous origin) cartilage (septal costal heterogenous) and synthetic materials (silicon silastic polyethylene) were used as support grafts. Three patients have been included in this study to define the surgical management and long-term aesthetic and functional results of patients undergoing rhinoplasty with support grafts for a saddle nose deformity. Open rhinoplasty was employed. Both the lower turbinates were excised and the bone dissected from the soft tissues in two cases and in one case only mucosa was removed. The amount of support needed was measured by using bone wax. The bone was used shaped in layers according to the defect and sutured to each other by vycril suture and wrapped around by surgicell. The graft was then inserted in its place and fixed with external prolene sutures. Results were satisfactory in both function and aesthetics. Ten to 16-month followups had no complications. Saddle nose surgery basically requires the use of a support graft to repair the nasal dorsum. A lower turbinate bone graft procedure has some advantages: it is cheap and safe it is ready to use and not time-consuming there is no donor area and no additional donor site morbidity and it enlarges the airway and the passage to prevent nasal airway obstruction.;2002
Sarcoidosis is a multisystem inflammatory disease that manifests as noncaseating granulomas commonly in the lungs and intrathoracic lymph nodes. Subcutaneous manifestations of sarcoidosis that are caused by granulomas are referred to as specific for sarcoidosis whereas other lesions are considered nonspecific. The authors present sarcoidosis nodule formation on the lateral nasal osteotomy lines in a sarcoidosis patient undergoing rhinoplasty surgery as a rare patient.Level of Evidence: V;2016
Secondary rhinoplasty on a patient with a middle vault deformity is one of the most challenging procedures for a plastic surgeon. In order to achieve proper nasal aesthetics and airway function a surgeon most commonly chooses to engraft the nose with a spreader dorsal. onlay or columellar graft. This paper examines the aforementioned techniques in the management of 25 patients who presented with a severe middle nasal vault deformity. Methods: During the last 5 years 25 patients received secondary rhinoplasty using triple cartilage grafts to repair severe middle vault deformities. Patients were then questioned at least 3 months postoperatively about both airway problems and cosmetic satisfaction. Results: All the 25 patients indicated cosmetic satisfaction with 23 of the patients also achieving complete nasal airway function. Only two patients persisted to have an insufficient nasal airway. An endonasal examination revealed a slight nasal synechiae in one patient while no anatomic problem was identified in the second patient. From a cosmetic standpoint a straight dorsum with improved dorsal-facial balance were achieved. aesthetic lines and nasal. profile along with nasal-facial balance were achieved. When indicated secondary rhinoplasty to repair a middle vault deformity using the combination of spreader dorsal onlay and columellar grafts to augment the nose has shown to have both functional and cosmetic benefits. (C) 2006 British Association of Plastic Reconstructive and Aesthetic Surgeons. Published by Etsevier Ltd. All rights reserved.;2007
Secondary septoplasty can be a challenging problem. Nasal obstruction and esthetic problems are not infrequently observed in secondary septoplasty cases. Secondary operation can be more complicated than primary operation because septal cartilage and neighbor structures can be surrounded by sear tissue. In addition normal anatomic shape of these structures can be disrupted by previous operation. It is our clinical experience however that external rhinoplasty cartilage grafts and horizontal control sutures offer significant advantages that may be critical for achieving satisfactory functional and cosmetic results. Hence we present our approach to restoration of operated septal deviation using a surgical algorithm that we have developed. Our surgical algorithm provides a logical structured method adaptable to variations in the septal deformity. We have followed this algorithm in the surgical correction of 15 patients with secondary nasal deviations achieving predictable largely satisfactory outcomes.;2008
Septal reconstruction alone or together with rhinoplasty can be a very challenging operation. In situations where septal cartilage is used for grafting or is not enough bony implants taken from the perpendicular plate of the ethmoid and vomer can be used as a filler material between the mucoperichondrial flaps to avoid from unwanted mucosal atrophy flapping and septal perforation. These bony implants can also be used for splinting the dorsal and/or caudal segment of the septal cartilage after reshaping by rongeurs. On rare occasions they can even be used for subtotal reconstruction of the septum.;2013
Septorhinoplasty aims to improve not only the esthetic appearance but also breathing function of the nose. Although the esthetic improvement can be judged by the patient and the surgeon easily evaluation of nasal breathing is more complicated. Besides the subjective symptom scores given by the patient some objective methods have been developed. One of the most widely used of these objective methods is acoustic rhinometry which gives valuable information about the cross-sectional areas and volumes of the nasal airway as a function of distance from the nostril. Since the introduction of acoustic rhinometry many papers were reported regarding its efficiency with some conflicting conclusions. Septorhinoplasty has the potential to narrow the nasal airway especially if it includes lateral osteotomies and hump reduction. We aimed to evaluate the role of rhinoplasty on nasal obstruction with the help of subjective symptom scores and acoustic rhinometry. The study consisted of 26 patients who underwent septorhinoplasty. Before and after surgery the symptom scores and findings of acoustic rhinometry were collected both before and after decongestion of the nasal mucosa. Symptom scores decreased on both sides which were statistically significant (p < 0.05) however the changes in cross-sectional areas of the nasal airway were not statistically significant (p > 0.05). The correlation between the symptom scores and acoustic rhinometry findings was not significant for all levels. The effect of septorhinoplasty on nasal airway and some important maneuvers to protect against nasal obstruction are discussed.;2013
Septorhinoplasty is a very common operation in the practice of plastic surgery and otolaryngology. We report a case with massive subarachnoid hemorrhage originating from carotid artery injury following corrective septorhinoplasty. The carotid rupture is a very rare but life-threatening major complication of nasal surgery. Therefore surgeons performing surgery in this area should be very careful and aware of this entity. According to our knowledge this is the fourth case report of a carotid artery injury following septorhinoplasty but it is the first bilateral and lethal one in the literature.;2004
Septorhinoplasty is one of the most sophisticated operations in aesthetic surgery. Surgical evolution and skill are mainly gained by close follow-up of patients which can be achieved by physical examination photographing and meticulous recording obtained before and after operation. On the contrary to some previous forms reported for this aim we hereby developed a novel form of only 1 document that is simple in design and practical to apply. We think that preoperative and post records of patients can more safely be obtained by means of our personal form. More optimal and scientific studies based on these filled forms can be performed prospectively and retrospectively. We also believe that this form can present a standard for the assessment of septorhinoplasty patients in researches publications and presentations if it would generally be approved by aesthetic surgeons.;2010
Several surgeons advise a variety of tip sutures and describe their own techniques in open approach. Septocolumellar suture is one of them and can be described as a loop suture between the medial crura and caudal septum. Although some of the articles mention that it can be applied in closed rhinoplasty there is no description of the technical details. This paper presents indications technical steps and advantages of the septocolumellar suture in closed rhinoplasty. After completing the classic sequence of the endonasal extramucous technique the medial crural cartilages are dissected from the overlying skin at the midcolumellar level keeping the distal fibrous attachments between the anterior columellar skin and these cartilages intact. A 510 or 4/0 Prolene (Ethicon Ltd UK) with a round needle is passed penetrating both the medial crura and then the caudal septum. Depending on the penetration level of this suture the tip projection can be increased or decreased the tip can be rotated and columellar show can be corrected. This suture also makes the medial crura of the alar cartilages and septum rigidly fixed together thus providing stability. Depending on the experience gained in 433 primary and 62 secondary rhinoplasty cases since 2000 it can be claimed that this technique presenting an alternative to the open approach in many cases and expanding the borders of closed approach allows one to manipulate the tip and columella easily with closed rhinoplasty and provides a significant decrease in the suboptimal results and number of complications.;2007
Severe dorsal deviations in crooked noses are treated by either in situ septoplasty with asymmetric spreader grafts (ISS) or extracorporeal subtotal septal reconstruction (ECS). To our knowledge except one retrospective study there is no other that compares the objective and subjective results of these two treatment modalities. The aim of this study was to compare the aesthetic and functional outcomes of ECS and ISS in crooked noses. This study was carried out on 40 patients (ISS in 20 patients and ECS in 20 patients) who underwent external rhinoplasty surgery due to crooked noses between May 2014 and January 2016. While performing rhinoplasty on the patients the decision of whether to use the ECS or ISS technique was randomized in a sequential fashion. Surgical outcomes were assessed and compared using the anthropometric measurement of photographs with Rhinobase software. Subjective assessments of nasal obstruction and aesthetic satisfaction were evaluated with a visual analog scale. There was a significant difference between rhinion deviation angle supratip deviation angle (SDA) and tip deviation angle pre- and postoperatively in the ECS group whereas in the ISS group except SDA all other postoperative angles were significantly improved from preoperative values (p = 0.218). The nasal tip projection in the ECS and ISS groups was 29.48 31.5 preoperatively and 29.78 31.26 postoperatively. The mean postoperative nasal tip projection value (p > 0.005) did not change significantly compared to the preoperative value in both groups. The mean postoperative value of nasolabial (p = 0.226) angle did not change significantly compared to the mean preoperative one in the ECS group. However in the ISS group the mean postoperative value of nasolabial (p = 0.001) angle significantly improved compared to the mean preoperative value. There was significant improvement in both groups while improvements in both functional and aesthetic outcomes were much higher in the extracorporeal group. None of the patients had postoperative nasal obstruction that required revision surgery. One patient underwent revision rhinoplasty due to an irregularity on the nasal dorsum in the ECS group. This is the first study that compares subjective and objective aesthetic and functional outcomes of crooked nose surgery according to two common septoplasty techniques in a randomized self-controlled fashion. This study was effective in both objectively and subjectively comparing the functional and aesthetic aspect of the patients submitted to two common different techniques of treatment of nasal deviations in crooked nose patients.;2018
Severe middle vault deformity with disturbed nasal form and function is one of the most challenging procedures to correct in a secondary rhinoplasty. Reconstructing the deformity with autologous septal cartilage would be the primary choice of most surgeons if it were always available. However in certain cases the lack of a sufficient quantity of autologous cartilage has forced surgeons to explore other viable options. This paper discusses our experience with the combined use of spreader and dorsal onlay grafts from various materials in the reconstruction of severe middle vault deformity in 110 patients. In follow up (between 6 and 42 months mean 21 months) all patients were noted to have improved in both aesthetics and function with no major complications noted. In summary this study proposes that any engrafting material can be used safety when the proper surgical principals and technique are employed. (C) 2005 The British Association of Plastic Surgeons. Published by Elsevier Ltd. All rights reserved.;2006
Severe septal deviation is a challenging deformity usually treated using aggressive surgical methods and extracorporeal septoplasty (ECS) is a commonly used method for this issue. However this method has severe risks and complications such as the recurrent deformity or nasal saddling. In this article we present an alternative solution to ECS procedure for the correction of severe septal deviation. Sixteen patients with severe c- or s-shaped septal deviation with a mean age of 26.5 years were included in the study. The entire deviated part of the septal cartilage was resected as a vertical block creating a full-thickness defect between the most cranial and caudal parts of the septal cartilage. After that two spreader grafts were placed bilaterally facilitating the septal integrity and leaving the full-thickness septal defect unchanged. The surgical results were evaluated using the preoperative and postoperative facial photographs and patient satisfaction was determined using nine relevant questions of DAS-59 scale. The only complication observed in the follow-up period of 19 months was hanging columella deformity which was corrected at the postoperative first year. The mean length of the resected septal segment was 12.4 mm. The mean length of the resultant septal cartilage defect after the vertical resection was 5.9 mm. The mean length of the placed spreader grafts was 25.6 mm. The comparison of the preoperative and postoperative photographs showed significant improvement of the nasal contour and considerable correction of the septal deviation. The statistical evaluation of the answers given to the questions of the DAS-59 scale clearly demonstrates that a significant degree of patient satisfaction was achieved. Severe septal deviation may be successfully corrected by full-thickness resection of the deviated part and reconstruction with bilateral spreader grafts with a low risk of postoperative complications.;2016
Silent Sinus Syndrome is a rare syndrome that usually involves the maxillary sinus. In this case report we present a rare case diagnosed as Silent Sinus Syndrome with frontal ethmoid and maxillary sinus involvement which was presented with periorbital complaints after the rhinoplasty operation performed in our clinic.;2020
Since 1996 cranial bone chips or septal bone chips harvested during septal deviation surgery and small chips of ear or septal cartilage have been used in 67 patients for dorsal nasal augmentation or for smoothing dorsal nasal irregularities. In this study 59 overresections of ostecartilaginous nose structures during previous aesthetic nose surgeries and 8 primary rhinoplasties occasioned the use of bone or cartilage grafts. For 57 patients both bone and ear cartilage grafts were used for the reconstruction. Bone grafts were used for seven cases and cartilage grafts for three cases. The results from 7 years of experience with this method of nasal dorsum reconstruction were satisfactory and durable. The most important advantage of this method is that the bony side of the nose is reconstructed with bone and the cartilage side with cartilage. Another advantage is that the bone chips are incorporated with both nasal bones building a strong dorsal nasal bony monoblack. This technique also is useful for augmenting mild saddle nose deformity and dorsal nasal projection deficiency on the bony part cartilage part or both parts.;2004
Since 1997 129 patients have undergone the open approach rhinoplasty procedure. Scar quality with running W incision was compared to the scar with V type incision. According to clinical and statistical evaluations after 6 months postoperatively the running W incision group showed better scar quality than the V type incision group. The advantages of a running W incision are camouflaging the depressed scar in the incision line and decreasing the angles of the corners of incision lines. Running W type incision is superior to V incision on the columella and may provide less scaring than a single Z and reverse V incisions according to our long-term clinical results.;2003
Since the septum plays a key role in maxillofacial growth the effect of septorhinoplasty maneuvers and the use of poly-p-dioxanone plate during growth on maxillofacial growth was investigated in our study. Thirty-three New Zealand rabbits each with an age of 8 weeks were included in the study. Maxillofacial computed tomography was performed on all 8-weeks old rabbits. Then the rabbits were divided into 5 groups randomly. No intervention was done on the rabbits in group 1. Nasal dorsum of the rabbits in the 2nd group were opened and the mucosae were bilaterally elevated. In the third group underwent limited cartilage resection by preserving the nasal dorsum. Removed cartilage was crushed and placed back between the mucoperichondrial flaps for the rabbits in the 4th group. Crushed cartilage with Poly-P-Dioxanone plate was used for the rabbits in the 5th Group. Maxillofacial computed tomography was performed at the end of the 20th week and growth parameters were investigated. When the group 2 was compared with the control group the nasal bone length was observed to be significantly shorter (P < 0.05). Group 5 compared with group 4 incisive bone volume remained significantly low (P < 0.05) and malocclusion developed. Nasal bone length was affected negatively in the group that underwent osteotomy and mucosa elevation. Although positive results related to poly-p-dioxanone plate use have been reported for adults incisive bone development retarded in noses that had not yet reached adult size in our study and the maxillofacial development was affected adversely.;2021
Skin problems following rhinoplasty may cause dissatisfaction concerning the esthetic expectations of the patients. This study was conducted to determine whether nasal skin type has an effect on skin problems after rhinoplasty. Thirty-five patients undergoing rhinoplasty in our tertiary referral center between May 2018 and August 2019 were included in the study. The nasal skin sebum level was measured with Sebumeter preoperatively and patients were divided into two groups according to the median sebum level. Among the 35 patients half of them with higher nasal skin sebum were categorized as oily skin group ( n =17 14 males 3 females mean sebum level: 200.3 +/- 26.9) and the other half were categorized as dry skin group ( n =18 10 males 8 females mean sebum level: 101.9 +/- 38). Periorbital edema and ecchymosis were assessed at postoperative days 1 3 and 7. Acne and seborrhea severity determined with Global Acne Grading System and Seborrheic Dermatitis Area Severity Index the day before operation and postoperative days 7 and 14 and months 1 3 and 10. Compared with dry skin group upper eyelid ecchymosis score at postoperative day 7 was statistically higher in oily skin group ( p =0.044). There was no significant difference in upper eyelid edema scores between postoperative days 1 and 3 for oily skin group ( p =0.020). No statistically significant differences were found for acne and seborrhea severity. Nasal skin sebum levels may affect periorbital edema and ecchymosis after the procedure but no significant effect has been observed for acne and seborrhea. Predicting the effect of nasal skin types on these problems may help the surgeon to inform patients more correctly.;2020
Structural deficiencies of the nasal dorsum are most commonly of congenital traumatic or iatrogenic etiology. Various grafts including autografts homografts and synthetic materials have been used to this end and are described in the literature.Autologous septal cartilage is the most commonly used graft material when limited augmentation rhinoplasty is planned. However it is difficult to retain sufficient cartilage to allow of such augmentation in instances where most of the septal cartilage has been used. The authors place moderately crushed cartilage beneath a monolayer of surgicel when performing limited nasal dorsum augmentation. The aim of the present study is to describe authors' approach and its utility by reviewing other methods reported in the literature.;2016
Study design A prospective clinical study. Background To the best of our knowledge there is no study in the literature that addresses the effect of showing comparative photographs in the follow-up period to patients who had undergone nonsurgical rhinoplasty on patient satisfaction. Objectives To examine the effect of showing preprocedure and postprocedure photographs to patients in the follow-up period on patient satisfaction. Methods It was a nonsimultaneous prospective study that included patients suitable for nonsurgical rhinoplasty. Photographs were taken during routine follow-up after 1 month of the procedure and patients were asked to fill the Derriford Appearance Scale 24 (DAS24) and Rhinoplasty Outcome Evaluation (ROE) questionnaires. Next after the preprocedure and postprocedure photographs were shown to the patients they were asked to complete the DAS24 and ROE questionnaires again. Results The study included 265 female patients. The mean age of the patients was 35.11 +/- 8 (18-61 years). Before the preprocedure and postprocedure photographs were shown the DAS24 score was 52.2 +/- 14.26 and the ROE score was 75.91 +/- 11.91. After the photographs were shown the DAS24 score was found to be 40.80 +/- 13.25 and the ROE score as 87.722 +/- 8.56. Therefore significant improvement in DAS24 and ROE scores and an increase in patient satisfaction were observed after the preprocedure and postprocedure photographs were shown (p = 0.01 p < 0.05). Conclusion Showing preprocedure and postprocedure photographs in the follow-up period to patients who underwent nonsurgical rhinoplasty leads to greater patient satisfaction with the surgery and their self-image.;2021
