Abstract;Year;Yil
"Purpose: Surface electromyography (sEMG) is often used for biofeedback during swallowing rehabilitation. However, commercially available sEMG electrodes are not optimized for the head and neck area, have rigid form, and are mostly available in large medical centers. We developed an ultrathin, soft, and flexible sEMG patch, specifically designed to conform to the submental anatomy and which will be ultimately incorporated into a telehealth system. To validate this first-generation sEMG patch, we compared its safety, efficiency, and signal quality in monitoring submental muscle activity with that of widely used conventional sEMG electrodes. Method: A randomized crossover design was used to compare the experimental sEMG patch with conventional (snap-on) sEMG electrodes. Participants completed the same experimental protocol with both electrodes in counterbalanced order. Swallow trials included five trials of 5- and 10-ml water. Comparisons were made on (a) signal-related factors: signal-to-noise ratio (SNR), baseline amplitude, normalized mean amplitude, and sEMG burst duration and (b) safety/preclinical factors: safety/adverse effects, efficiency of electrode placement, and satisfaction/comfort. Noninferiority and equivalence tests were used to examine signal-related factors. Paired t tests and descriptive statistics were used to examine safety/preclinical factors. Results: Forty healthy adults participated (24 women, M-age = 67.5 years). Signal-related factors: SNR of the experimental patch was not inferior to the SNR of the conventional electrodes (p < .0056). Similarly, baseline amplitude obtained with the experimental patch was not inferior to that obtained with conventional electrodes (p < .0001). Finally, normalized amplitude values were equivalent across swallows (5 ml: p < .025; 10 ml: p < .0012), and sEMG burst duration was also equivalent (5 ml: p < .0001; 10 ml: p < .0001). Safety/preclinical factors: The experimental patch resulted in fewer mild adverse effects. Participant satisfaction was higher with the experimental patch (p = .0476, d = 0.226). Conclusions: Our new wearable sEMG patch is equivalent with widely used conventional sEMG electrodes in terms of technical performance. In addition, our patch is safe, and healthy older adults are satisfied with it. With lessons learned from the current COVID-19 pandemic, efforts to develop optimal swallowing telerehabilitation devices are more urgent than ever. Upon further validation, this new technology has the potential to improve rehabilitation and telerehabilitation efforts for patients with dysphagia. Supplemental Material: https://doi.org/10.23641/asha.12915509";2020;4
Purpose: Telerehabilitation (TR) is increasingly being used to meet the rehabilitation needs of individuals living in rural areas. Nevertheless, reports on TR implementation for rural patients remain limited. As part of a broader evaluation, this study investigated barriers and facilitators to the implementation of a national TR program to meet the needs of rural Veterans Health Administration (VHA) patients. Methods: This study applied a qualitative approach to the RE-AIM framework to investigate barriers and facilitators impacting TR implementation. We conducted in-depth, semi-structured interviews with ten program managers and medical directors within the VHA at three time points during the first 18 months of implementation. Interviews were analyzed using thematic analysis. Results: Three themes were identified describing key cultural, infrastructural and logistical, and environmental barriers impacting the reach, adoption, and implementation of TR. Within the themes, facilitators for TR were also identified to include, allowing providers flexibility in implementing TR, mentorship and development of creative approaches to TR training, overcoming infrastructural and logistical TR barriers through championing, and continuous sharing of lessons learned in a community of practice. Discussion: This study explicates salient barriers and facilitators encountered during the first 18 months of implementation of a TR program within a national healthcare system in the United States. Implementing TR to meet the rehabilitation needs of Veterans in resource-limited rural environments requires creative approaches and flexibility, as well as perseverance and consistent championing in order to overcome cultural challenges. This, in combination with infrastructural challenges, such as lack of broadband, adds greater complexity to meeting the needs of rural patients. This study provides new and in-depth understanding of the processes by which TR is implemented in a large healthcare system and points to practical real-world lessons in implementing TR for rural patients.;2020;4
"Purpose: There is a rapid growth of telepractice in both clinical and research settings; however, the literature validating translation of traditional methods of assessments and interventions to valid remote videoconference administrations is limited. This is especially true in the field of speech-language pathology where assessments of language and communication can be easily conducted via remote administration. The aim of this study was to validate videoconference administration of the Western Aphasia Battery-Revised (WAB-R). Method: Twenty adults with chronic aphasia completed the assessment both in person and via videoconference with the order counterbalanced across administrations. Specific modifications to select WAB-R subtests were made to accommodate interaction by computer and Internet. Results: Results revealed that the two methods of administration were highly correlated and showed no difference in domain scores. Additionally, most participants endorsed being mostly or very satisfied with the videoconference administration. Conclusion: These findings suggest that administration of the WAB-R in person and via videoconference may be used interchangeably in this patient population. Modifications and guidelines are provided to ensure reproducibility and access to other clinicians and scientists interested in remote administration of the WAB-R.";2020;4
Purpose: This scoping review synthesizes research on the effects and processes of telehealth wheelchair and seating assessment and the perceptions of wheelchair users and healthcare providers of telehealth use for this purpose. Materials and Methods: A systematic search and scoping review of peer-reviewed publications and theses was undertaken on telehealth AND wheelchair assessment. Five databases were searched. Data extraction and synthesis followed the process outlined by Arksey and O'Malley for scoping reviews. Results: From an initial 1801 publications, nine studies published in 13 documents met the inclusion criteria. Study quality and study design varied considerably. The effect of telehealth compared to in-person assessment was insignificant (n = 2) indicating equivocal effectiveness. Telehealth assessment improved accessibility for some wheelchair users (n = 1). However, the process of telehealth that was applied to wheelchair assessment was inadequately described in all studies. It appeared that each stakeholder group appraised telehealth based on different criteria including accessibility, professional supportiveness and technical accuracy. No studies examined funder views. Conclusions: Preliminary research suggests telehealth wheelchair assessment may be as effective as in-person assessment, is viewed favorably by wheelchair users and nonspecialist assessors, while expert assessors have some hesitations. However the strength of evidence is weak indicating the need for further research.;2020;4
"Purpose: To assess the feasibility and acceptability of the Howz smart home system for stroke survivors. Materials: Howz uses smart home technology to monitor users' activity in the home and machine learning algorithms to detect when their activity changes. This information made available to the user and a named contact (usually a family member) via the Howz app. If activity changes, an alert is then sent to the user and the named contact. Methods: Howz was installed in the homes of 19 stroke survivors who lived alone. The sensors installed; the number and nature of alerts; adverse events; any technical difficulties and how Howz was used were recorded. We also interviewed participants and their named contacts about their views and experiences of using Howz eight weeks after installation. Results: Installation was effective; no technological problems or adverse events were reported. All participants chose alerts regarding getting up and activity during the day and at night. There was a mean of 1.1 (sd 1.2) alerts/person. Participants found the system unobtrusive and were positive about it. They found it easy to use and would recommend it to others with stroke. The most frequently reported benefit was that Howz gave peace of mind for the users and/or the family/named contact that help would be at hand if needed. Conclusions: The Howz system was feasible and acceptable for stroke survivors. It gave users and their family an enhanced sense of security and peace of mind that help would be at hand if needed. IMPLICATIONS FOR REHABILITATION Although most stroke survivors are elderly and often suffer physical, visual and cognitive disabilities which are often considered as barriers to using smart home technology, this project has demonstrated the well-developed smart home technology is feasible and acceptable. Users were able and willing to engage with the technology (to varying degrees) and had no concerns about invasion of privacy. The main benefit of the Howz system is an enhanced sense of security for the user and their family that help is at hand if needed.";2020;4
Purpose: To describe the characteristics and effectiveness of pediatric telerehabilitation interventions offered to children 0-12 years old or to their families. Methods: A systematic review was conducted on randomized control trials published between 2007 and 2018 involving at least one rehabilitation professional who provided services remotely. Information was extracted about key study, participants and intervention characteristics. The percentage of outcomes that improved were computed per study, and per intervention characteristic. Results: Out of 4472 screened articles, 23 were included. Most studies were published after 2016 and evaluated outcomes related to the child's behavior (n = 12, 52.2%) or to the parent (n = 10, 43.5%), such as parental skills or stress. Overall, 56.1% (SD: 38.5%) of evaluated outcomes improved following telerehabilitation. A great diversity of population and teleintervention characteristics was observed. Effective interventions tended to target parents, centered around an exercise program, used a coaching approach, focused on improving children's behavioral functioning, lasted >8 weeks and were offered at least once a week. Conclusions: Intervention characteristics that appear to yield better outcomes should inform the development of future telerehabilitation studies, especially in populations for whom telerehabilitation is currently understudied (e.g., children's with physical functioning difficulties). Future trials should compare telerehabilitation interventions to well-described evidence-based face-to-face interventions, and document their cost-effectiveness.;2020;4
"Purpose: Upper limb hemiparesis is the most common impairment in stroke survivors, and adequate assessment is crucial for setting the rehabilitation strategy and monitoring the effect of treatment. However, adequate timely assessments are difficult due to the limited accessibility to clinics for stroke survivors. We designed this study to investigate whether teleassessments for motor impairments of the spastic elbow (i.e., passive range of motion (PROM), muscle strength, and spasticity) are feasible in stroke survivors. Methods: To implement a telerobotic system for remote assessment with physical interaction, we constructed a system with a master robot interacting with a doctor (assessor) and a slave robot interacting with the elbow of a subject with stroke. The master robot is operated by the doctor, where the torque and the speed are transferred to the slave robot via the Internet, and the reaction of the patient's elbow to the slave robot's movement is measured with a torque sensor, then finally transferred back to the master robot. An intercontinental remote assessment, which is considered one of the worst possible scenarios, was used as a clinical test to strictly check the feasibility. For the clinical tests, the examiner for the teleassessment was located at a lab in the National Institutes of Health (NIH, Bethesda, MD, USA) while the stroke patients were located at Seoul National University Bundang Hospital (Bundang, Kyeonggido, South Korea). Results: In total, 12 stroke patients' elbows (age range, 28-74; M:F = 6:6) were tested. For the PROM, the absolute difference between two assessments (in-person vs. remote) was 5.98 +/- 3.51 degrees on average (range, 0-11.2). The agreements for the strength and the spasticity of elbow flexor between in-person and remote assessments were substantial (k = 0.643) and fair (k = 0.308), respectively. No adverse events were observed during or immediately after the telerobotic assessment. Conclusions: Internet-based telerobotic remote assessment for motor impairment of spastic elbow in stroke using our system is feasible even in the worst setting, with too long of a distance and a delayed communication network.";2020;4
"Question: In people with bone and soft tissue injuries of the wrist, hand and/or fingers, do feedback-guided exercises performed on a tablet touchscreen hasten return to work, reduce healthcare usage and improve clinical recovery more than a home exercise program prescribed on paper? Design: Randomised, parallel-group trial with concealed allocation, assessor blinding and intention-to-treat analysis. Participants: Seventy-four workers with limited functional ability due to bone and soft tissue injuries of the wrist, hand and/or fingers. Intervention: Participants in the experimental and control groups received the same in-patient physiotherapy and occupational therapy. Participants in the experimental group received a home exercise program using the ReHand tablet application, which guides exercises performed on a tablet touchscreen with feedback, monitoring and progression. Participants in the control group were prescribed an evidence-based home exercise program on paper. Outcome measures: The primary outcome was the time taken to return to work. Secondary outcomes included: healthcare usage (number of clinical appointments); and functional ability, pain intensity, and grip and pinch strength 2 and 4 weeks after randomisation. Results: Compared with the control group, the experimental group: returned to work sooner (MD -18 days, 95% CI -33 to -3); required fewer physiotherapy sessions (MD -7.4, 95% CI -13.1 to -1.6), rehabilitation consultations (MD -1.9, 95% CI -3.6 to 0.3) and plastic surgery consultations (MD -3.6, 95% CI -6.3 to -0.9); and had better short-term recovery of functional ability and pinch strength. Conclusion: In people with bone and soft-tissue injuries of the wrist, hand and/or fingers, prescribing a feedback-guided home exercise program using a tablet-based application instead of a conventional program on paper hastened return to work and improved the short-term recovery of functional ability and pinch strength, while reducing the number of required healthcare appointments. (C) 2020 Australian Physiotherapy Association. Published by Elsevier B.V.";2020;4
"Rationale Pulmonary rehabilitation (PR) is an effective, key standard treatment for people with COPD. Nevertheless, low participant uptake, insufficient attendance and high drop-out rates are reported. Investigation is warranted of the benefits achieved through alternative approaches, such as pulmonary tele-rehabilitation (PTR). Objective To investigate whether PTR is superior to conventional PR on 6 min walk distance (6MWD) and secondarily on respiratory symptoms, quality of life, physical activity and lower limb muscle function in patients with COPD and FEV1 <50% eligible for routine hospital-based, outpatient PR. Methods In this single-blinded, multicentre, superiority randomised controlled trial, patients were assigned 1:1 to 10 weeks of groups-based PTR (60 min, three times weekly) or conventional PR (90 min, two times weekly). Assessments were performed by blinded assessors at baseline, end of intervention and at 22 weeks' follow-up from baseline. The primary analysis was based on the intention-to-treat principle. Measurements and main results The primary outcome was change in 6MWD from baseline to 10 weeks; 134 participants (74 females, mean +/- SD age 68 +/- 9 years, FEV1 33%+/- 9% predicted, 6MWD 327 +/- 103 metres) were included and randomised. The analysis showed no between-group differences for changes in 6MWD after intervention (9.2 metres (95% CI: -6.6 to 24.9)) or at 22 weeks' follow-up (-5.3 metres (95% CI: -28.9 to 18.3)). More participants completed the PTR intervention (n=57) than conventional PR (n=43) (chi(2) test p<0.01). Conclusion PTR was not superior to conventional PR on the 6MWD and we found no differences between groups. As more participants completed PTR, supervised PTR would be relevant to compare with conventional PR in a non-inferiority design. Trial registration number ClinicalTrials.gov (NCT02667171), 28 January 2016.";2020;4
Recent advancements in ICT have sped up the development of new services in healthcare. In this context, remote patient monitoring and rehabilitation activities can take place either in satellite hospital centers or directly in patients' homes. Specifically, using a combination of Cloud/Edge computing, Internet of Things (IoT) and Machine Learning (ML) technologies, patients with motor disabilities can be remotely assisted avoiding stressful waiting times and overcoming geographical barriers. This is possible by applying the Tele-Rehabilitation as a Service (TRaaS) concept. The objective of this paper is twofold: i) studying how Machine Learning can improve the TRaaS, and ii) demonstrating how a NoSQL graph database approach can enhance the performance because it works directly at the database layer instead of at application one. In particular, the K-Nearest Neighbors (K-NN) algorithm is studied in order to identify the best therapy, i.e., rehabilitation training, for a new remote patient with motor impairment. Experiments compare two system prototypes, that are respectively based on Python and Neo4j, showing that the latter presents better performance in terms of processing time guaranteeing the same accuracy.;2020;4
Recently, a novel virus has spread worldwide causing the disease called COVID-19. In addition to putting people's lives at risk and causing mortality, various problems have occurred due to the negative effects of the COVID-19 pandemic. Quarantine, social distancing, and the obligation to use protective tools have led to sometimes long term closing of various jobs and services, including rehabilitation services. For instance, the disease has interrupted the provision of Speech-Language Pathology (SLP) services to children due to the need for face-to-face communication between Speech and Language Pathologists (SLPs) and children during the evaluation and treatment processes. Therefore, here, we described the quality of providing SLP services during the COVID-19 pandemic and the negative effects of the disease on the provision of SLP services. In addition, we made an attempt to explain concerns and problems raised by the families, the importance of providing SLP services during the critical period of speech and language development, telepractice services, the roles of speech-language-hearing related scientific associations, and the roles of SLPs during the outbreak of COVID-19.;2020;4
Recovering from a traumatic incident (e.g, a stroke) implies rigorous and demanding therapies to ensure recovery of the lost capabilities. Due to the lack of short-term visible results, stroke patients tend to lose interest in their recovery process and frequently do not follow their therapists' suggestions to continue performing their training at home, between physiotherapy sessions. This article explores the extent to which common computer games or specifically crafted games can serve as a rehabilitation practice, but also how conventional therapeutic devices might be transformed to be incorporated into games. Furthermore, we propose a platform that follows the opportunity of creating serious games that are designed for stroke patients with reduced upper limb mobility while following the same principles of common therapeutic procedures. This platform was carefully built with the purpose of allowing patients to comply tele-rehabilitation and promoting the execution of the recommended training at home. Following these ideas, we integrated two carefully designed games that have been tested and validated in our previous works, and we added a top-layer characterized by an online back-end application for therapists that allows them to observe their patients' progress over time and draw different conclusions.;2020;4
Reduced cost and increased proliferation of sensors has resulted in the generation of a large amount of data. To make use of this data effectively, efficient techniques for collecting, storing and managing data are needed. In this paper, we present a health big data indexing technique that allows for the efficient storage, querying and management of tele-rehabilitation related big data collected via health sensors connected to client machines accessing web-based e-Health frameworks. Our novel scheme is based on indexing of rehabilitation data based on the human body joint model. We further index the data based on other parameters that may be of interest to researchers such as ethnicity and geographical location. We have described all components of the system in brief.;2020;4
Rehabilitation has been shown to improve functional outcomes following total knee replacement (TKR). However, its delivery and associated costs are highly variable. The authors have developed and previously validated the accuracy of a remote (wearable) rehabilitation monitoring platform (interACTION). The present study's objective was to assess the feasibility of utilizing interACTION for the remote management of rehabilitation after TKR and to determine a preliminary estimate of the effects of the interACTION system on the value of rehabilitation. Specifically, we tested post-operative outpatient rehabilitation supplemented with interACTION (n = 13) by comparing it to a standard post-operative outpatient rehabilitation program (n = 12) using a randomized design. Attrition rates were relatively low and not significantly different between groups, indicating that participants found both interventions acceptable. A small (not statistically significant) decrease in the number of physical therapy visits was observed in the interACTION Group, therefore no significant difference in total cost could be observed. All patients and physical therapists in the interACTION Group indicated that they would use the system again in the future. Therefore, the next steps are to address the concerns identified in this pilot study and to expand the platform to include behavioral change strategies prior to conducting a full-scale randomized controlled trial. Trial registration: ClinicalTrials.gov NCT02646761 interACTION: A Portable Joint Function Monitoring and Training System for Remote Rehabilitation Following TKA 6 January 2016.;2020;4
Rehabilitation of the upper limb is an important aspect of the therapy for people affected by neuromotor diseases for the recovery of the capability to perform activities of daily living (ADLs). Nonetheless, the costs associated with the administration of rehabilitation therapy and the increasing number of patients highlight the need for new solutions. Technology-based solutions and, in particular, telerehabilitation could strongly impact in this field. In this paper, a new system based on radiofrequency (RF) technology is presented which is able to effectively provide home-based telerehabilitation and extract meaningful information on the therapy execution performance. The technology has been tuned to the needs of the rehabilitation system, optimizing the hardware, the communication protocol and the software control. A methodology for extracting the execution time of the rehabilitation tasks, the distance covered by the patient's hand in each subtask and the velocity profile is presented. The results show that a highly usable system for the rehabilitation of the upper limb has been developed using the RF technology and that performance metrics can be reliably extracted by the acquired signals.;2020;4
Rehabilitation requires repetitive and coordinated movements for effective treatment, which are contingent on patient compliance and motivation. However, the monotony, intensity, and expense of most therapy routines do not promote engagement. Gesture-controlled rehabilitation has the potential to quantify performance and provide engaging, cost-effective treatment, leading to better compliance and mobility. We present the design and testing of a gesture-controlled rehabilitation robot (GC-Rebot) to assess its potential for monitoring user performance and providing entertainment while conducting physical therapy. Healthy participants (n= 11) completed a maze with GC-Rebot for six trials. User performance was evaluated through quantitative metrics of movement quality and quantity, and participants rated the system usability with a validated survey. For participants with self-reported video-game experience (n= 10), wrist active range of motion across trials (mean +/- standard deviation) was 41.6 +/- 13 degrees and 76.8 +/- 16 degrees for pitch and roll, respectively. In the course of conducting a single trial with a time duration of 68.3 +/- 19 s, these participants performed 27 +/- 8 full wrist motion repetitions (i.e., flexion/extension), with a dose-rate of 24.2 +/- 5(reps)/(min). These participants also rated system usability as excellent (score: 86.3 +/- 12). Gesture-controlled therapy using the GC-Rebot demonstrated the potential to be an evidence-based rehabilitation tool based on excellent user ratings and the ability to monitor at-home compliance and performance.;2020;4
Robotic devices can be used as effective tools to provide rehabilitation supports to stroke patients. Such robotic rehabilitation practices can replace therapists providing rehabilitation therapy to patients. Patients can independently practice rehabilitation with robotic rehabilitation devices for longer hours. These advantages are now motivating patients to use rehabilitation robots. However, contemporary rehabilitation practices are expensive, and patients need to travel to rehabilitation centers for rehabilitation, which is time consuming and burdensome. This is why, the concepts of telerehabilitation are becoming more and more popular where the patients can practice rehabilitation at homes, and the therapists can remotely monitor the rehabilitation practices and communicate with the patients if necessary. However, such rehabilitation practices, real-time monitoring of patients by therapists from distant places and communication of patients with therapists may be more intuitive and human-friendly if the patients can operate the rehabilitation system and communicate with the therapists using a hand-held interface. Again, the hand-held interface may be more intuitive and engaging if the rehabilitation performance can be expressed through some game-like activities. To do so, a clear understanding of human factors involved in the gaming interface is necessary. However, such knowledge is not available in the literature. To address this knowledge gap, in this paper, the human factors associated with the operation of a hand-held gaming interface for robot-assisted full-body smart telerehabilitation of stroke patients are investigated. At first, potential human factors associated with the operation are identified through surveys conducted with healthcare professionals, researchers and patients. The identified human factors are then analyzed and divided into different categories, e.g. physical and cognitive human factors. The role of each human factor in the interface operation is explained. The findings can be utilized to design and develop hand-held gaming interfaces for robot-assisted telerehabilitation that may be more human-friendly and intuitive.;2020;4
Several cases are reported every year where the prescribed therapy results incompatible with the patient's medical history, leading to worsening of clinical condition or death. Some technologies and processes to prevent this misbehaviour already exist, but a concrete solution is not available in hospitals yet. This paper presents a Decision Support System (DSS) that can be easily integrated into a typical health workflow at hospitals and provides feedback on the possible prescription of drugs at a patient with specific diseases. The DSS is based on a Big Data analysis algorithm able to check drugs and diseases relationships and detect possible failures in drugs prescriptions. We developed a prototype of the proposed solution, implementing the DSS system and setting up the necessary Big Data management tools for the effective adoption of the DSS system. We performed some evaluations to assess the efficacy and the response time of the DSS algorithm.;2020;4
Since the rise in popularity of video-sharing platforms such as Youtube, learning new skills from the comfort of one's own home has become more accessible than ever. Though such independent learning methods are useful, they lack the real-time feedback component of being in the same room with an expert, which is why expensive private coaching sessions remain desirable. Accordingly, we propose Limb-O (orbs for limb movement visualization), a real-time quantitative virtual coach application for learning lower-limb motions through motion comparison. The proposed application turns the practice of things like sports motions into a game that highlights imperfections and allows for tracking of progress over time. A user validation study was run which confirmed that Limb-O outperforms traditional video learning methods both quantitatively and qualitatively, by providing objective feedback that keeps users engaged.;2020;4
Small Island Developing States (SIDS), a subgroup of Majority world countries, face complex challenges providing equitable access to speech-language therapy (SLT) services. Increasing use of information and communication technology (ICT) to enhance SLT services is seen in the Minority world. This study explored the potential of using ICT to provide sustainable SLT services in one SIDS, the Maldives. A mixed method approach was used integrating data from (a) 21 online documents, (b) interview with an ICT official, and (c) surveys of 13 island councillors and 73 parents of children with communication difficulties. Almost 100% of the population had access to mobile phones and mobile broadband Internet. Most parents were active and frequent ICT users. The government provided financial aid for people with disabilities which could be utilised to access ICT for services. Asynchronous service delivery using accessible ICT and parents as agents of service delivery can potentially enhance SLT services.;2020;4
Smart textile applications have garnered enormous interest in recent years for digital health monitoring. Here, we propose a soft fabric data glove that can be mapped into a gaming controller. The data glove comprises stretchable microfiber sensors woven seamlessly into textiles for strain sensing. By integrating the microfiber sensor imperceptibly unto the finger gloves and a 9-axis inertial measurement unit (IMU) unto the wrist, we devise a fabric glove controller that can interpret finger and wrist movements. Using the open-source Unity3D platform, we demonstrate the gaming controller translating to movement and actions of an avatar in a customized game. Importantly, the gamification of wrist movements motivates the user to exercise the wrist in a simulated rehabilitation regime. The digitization of the finger and wrist movements are also ideal for therapists to monitor and assess the rehabilitation progress remotely. Overall, the portable and lightweight data glove presents its potential in unobtrusive continuous health monitoring, through gaming applications.;2020;4
"Spasticity is a frequently observed symptom in patients with neurological impairments. Spastic movements of their upper and lower limbs are periodically measured to evaluate functional outcomes of physical rehabilitation, and they are quantified by clinical outcome measures such as the modified Ashworth scale (MAS). This study proposes a method to determine the severity of elbow spasticity, by analyzing the acceleration and rotation attributes collected from the elbow of the affected side of patients and machine-learning algorithms to classify the degree of spastic movement; this approach is comparable to assigning an MAS score. We collected inertial data from participants using a wearable device incorporating inertial measurement units during a passive stretch test. Machine-learning algorithms-including decision tree, random forests (RFs), support vector machine, linear discriminant analysis, and multilayer perceptrons-were evaluated in combinations of two segmentation techniques and feature sets. A RF performed well, achieving up to 95.4% accuracy. This work not only successfully demonstrates how wearable technology and machine learning can be used to generate a clinically meaningful index but also offers rehabilitation patients an opportunity to monitor the degree of spasticity, even in nonhealthcare institutions where the help of clinical professionals is unavailable.";2020;4
Spatial neglect is a common and severe cognitive consequence of stroke, yet there is currently no effective rehabilitation tool. Virtual Reality (VR) telerehabilitation tools have the potential to provide multisensory and enjoyable therapies and remotely monitor adherence without the presence of a therapist at all times. Researchers and industry need to better understand end-user perspectives about these technologies to ensure these are acceptable and, ultimately, optimize adherence and efficacy. This study aims to explore end-user perspectives on the use of self-administered VR for spatial neglect in a university environment to identify barriers and facilitators prior to extending its use remotely as a telerehabilitation tool. We used a mixed-method design including focus groups, self-administered questionnaires and interviews with stroke survivors (N = 7), their carers (N = 3) and stroke clinicians (N = 6). End-user perspectives identified clarity of instructions, equipment (cost, available resources) and for some, level of experience with technology as barriers of use. Perceived facilitators were performance feedback, engagement and enjoyment, and psychological benefits associated with self-administered VR telerehabilitation. Overall, end-users were positive and interested in using VR telerehabilitation for spatial neglect. These perspectives enabled us to produce practical recommendations to inform development, enhance engagement and uptake of VR telerehabilitation and inform future studies.;2020;4
"Stroke is currently the world's second cause of disability. It can cause deficits such as postural control, and telerehabilitation could improve the therapeutic dose as well as functional results. The aim of this work is to determine the effectiveness and usability of a low-cost telerehabilitation system in patients with stroke. We developed a telerehabilitation system based on exergames on smartphones, inertial sensors, and a cloud database. We trained the balance of six participants (three men and three women) in early subacute stroke (seven weeks of progress). In addition to their conventional treatment, these participants trained for a total of nine sessions of 30 min per week, for four weeks. The telerehabilitation group was compared with a control group of four clinically similar participants (three men and one woman). Clinical and usability measurements were made before and after the training. The results show a significant improvement of 11.3 +/- 3.5 points in the Berg Balance Scale, 8.3 +/- 3.01 points in the Mini-BESTest, and 17.5 +/- 9.87 points in the Barthel scale for the telerehabilitation group. However, only the improvements of Berg and Barthel scales were statistically higher for the telerehabilitation group compared to the control group. The proposed system achieved excellent usability on the System Usability Scale (87.5 +/- 11.61). Our results demonstrate that a complementary low-cost telemedicine approach is feasible, and that it can significantly improve the balance of stroke patients; therefore, the proposed clinical strategy could potentially improve dosage and overall treatment effectiveness.";2020;4
Stroke is the leading cause of adult disability worldwide, with 70 percent of survivors exhibiting residual impairments of the upper limb that require frequent in-person visits to rehabilitation clinic over several months. This study explored rehabilitation clinician's preferences for design features to be included in an mHealth-enabled app for post-stroke upper limb rehabilitation. Data were collected via online survey, sampling participants from Ethiopia (n = 69) and the United States (n = 75). Survey results indicated that Ethiopian and US rehabilitation clinicians have different opinions about the importance of design features that should be included in a stroke tele-rehabilitation system which are likely due to differences in culture, the availability of human and physical resources, and how the field of rehabilitation is organized and managed. Our results, thus, indicate that mHealth technologies must be tailored to the geographical and cultural context of the end users.;2020;4
Study Design: Scoping review. Introduction: With the recent advances in technologies, interactive wearable technologies including inertial motion sensors and e-textiles are emerging in the field of rehabilitation to monitor and provide feedback and therapy remotely. Purpose of the Study: This review article focuses on inertial measurement unit motion sensor and e-textiles ebased technologies and proposes approaches to augment these interactive wearable technologies. Methods: We conducted a comprehensive search of relevant electronic databases (eg, PubMed, the Cu-mulative Index to Nursing and Allied Health Literature, Embase, PsycINFO, The Cochrane Central Register of Controlled Trial, and the Physiotherapy Evidence Database). The scoping review included all study designs. Results: Currently, there are a numerous research groups and companies investigating inertial motion sensors and e-textilesebased interactive wearable technologies. However, translation of these technologies to the clinic would need further research to increase ease of use and improve clinical validity of the outcomes of these technologies. Discussion: The current review discusses the limitations of the interactive wearable technologies such as, limited clinical utility, bulky equipment, difficulty in setting up equipment inertial motion sensors and e-textiles. Conclusion: There is tremendous potential for interactive wearable technologies in rehabilitation. With the evolution of cloud computing, interactive wearable systems can remotely provide intervention and monitor patient progress using models of telerehabilitation. This will revolutionize the delivery of rehabilitation and make rehabilitation more accessible and affordable to millions of individuals. (C) 2020 Hanley & Belfus, an imprint of Elsevier Inc. All rights reserved.;2020;4
"Study design: Secondary analysis of a multi-site parallel evaluator-masked randomized control trial. Objective: Examine usage of an in-home exergame, compared to control, unsupervised after supervised training by older persons with lower-limb amputation. Methods: WiiNWalk uses the WiiFit and teleconferencing for in-home group-based exergame therapy with clinical supervision. Participants engaged in a 4-week supervised training phase followed by a 4-week unsupervised phase in experimental (WiiNWalk) and attention control groups. Usage between phases and between groups was compared using unsupervised/supervised ratio of session count (over 4 weeks) and session time (mean min/session over 4 weeks) for each phase. Results: Participants: n=36 experimental, n=28 control, unilateral lower-limb amputation, age > 50 years, prosthesis usage >= 2 hours/day. Session count ratio unsupervised/supervised, median and interquartile range (IQR), was less than parity (p<0.01) for experimental (0.25, IQR 0.00 -0.68) and control (0.18, IQR 0.00 -0.67) groups, with no different between groups (p=0.92). Experimental session time unsupervised/supervised showed consistency (1.12, IQR 0.80 -1.41) between phases (p=0.24); control showed lower (0.76, IQR 0.57 -1.08) ratios compared to experimental (p=0.027). Conclusions: Unsupervised exercise duration remained consistent with supervised, but frequency was reduced. Social and clinical guidance features may remain necessary for sustained lower-limb amputation exergame engagement at home.";2020;4
Study Design: This was a prospective cohort study. Objective: The objective of this study was to design and test a novel spine neurological examination adapted for telemedicine. Summary of Background Data: Telemedicine is a rapidly evolving technology associated with numerous potential benefits for health care, especially in the modern era of value-based care. To date, no studies have assessed whether. Methods: Twenty-one healthy controls and 20 patients with cervical or lumbar spinal disease (D) were prospectively enrolled. Each patient underwent a telemedicine neurological examination as well as a traditional in-person neurological examination administered by a fellowship trained spine surgeon and a physiatrist. Both the telemedicine and in-person tests consisted of motor, sensory, and special test components. Scores were compared via univariate analysis and secondary qualitative outcomes, including responses from a satisfaction survey, were obtained upon completion of the trial. Results: Of the 20 patients in the D group, 9 patients had cervical disease and 11 patients had lumbar disease. Comparing healthy control with the D group, there were no significant differences with respect to all motor scores, most sensory scores, and all special tests. There was a high rate of satisfaction among the cohort with 92.7% of participants feeling very satisfied with the overall experience. Conclusions: This study presents the development of a viable neurological spine examination adapted for telemedicine. The findings in this study suggest that patients have comparable motor, sensory, and special test scores with telemedicine as with a traditional in-person examination administered by an experienced clinician, as well as reporting a high rate of satisfaction among participants. To our knowledge, this is the first telemedicine neurological examination for spine surgery. Further studies are warranted to validate these findings.;2020;4
