Abstract;Year
With the rapid development of information technology, it is extremely urgent to cultivate compound talents with innovative thinking and innovative ability from the perspective of talent cultivation. This paper mainly starts from the reform of the general computer education course, puts forward the general computer education innovation scheme for interdisciplinary talent cultivation. Stressing on training model of interdisciplinary talents, the reform plan is elaborated from education model, curriculum system, teaching content and practice base construction, etc., and then concrete implementation methods are given from these four aspects accordingly.;2019
Y To investigate the effects that experience in computer programming has on parents' impressions of computer programming, a survey was carried out before and after parent-children workshops. Respondents in this study appeared to be relatively familiar with computers but were not very skilled. The results of the survey showed that respondents' impressions of computer programming after the workshops were more positive than they were before the workshops. Given that the number of participants in this study was limited, it is necessary to carry out the survey with more participants and perform detailed analysis, in the future.;2019
Young people's relationship to the digital economy is a key site of popular and policy attention within the context of shifts in labour market conditions globally. The massification of digital media and rapid growth of digital markets globally have brought significant challenges for policy makers in what counts as work and how best to prepare young people to engage with it. This has manifest in a proliferation of initiatives and policy orientations across much of the global North which have tended to focus on the importance of science, technology, engineering, and mathematics occupations, and, in particular, computing aimed at preparing young people for jobs of the future. The formalization of learn to code programs in school curriculum has been one such initiative. Despite the proliferation of coding and computational thinking curriculum across many countries, there remains a relative paucity of scholarship examining their embedding in educational policy debates. This article follows the announcement of the 'coding in schools' policy in Australia since its formal announcement by Opposition Leader Bill Shorten in his Budget Reply speech in May 2015. The announcement followed similar moves in other countries and has cemented 'coding in schools' as a literacy of 'the future' in the Australian political landscape. This article suggests that, while a policy focus on technical and instrumental skills such as computer coding may help young people to interact with dominant technologies of the present, they also risk weakening a more substantive conversation around educational participation and purpose in the present, and for the future.;2019
Background: It is becoming more common to incorporate education in programming into educational environments. (2) Methods: In order to show the benefits of including teaching programming, we present an investigation carried out with a group of Spanish schoolchildren in the fifth year of primary education (ages 10-11). We demonstrate an integrated experience in the ordinary curriculum connecting technology to mathematics education. We created a work project for students to use Scratch and to assess its benefits, created two groups of students, an experimental and a control group, with a sample of 3795 individuals. They were administered the online version of the Battery of Mathematical Competence Evaluation (BECOMA On) at two timepoints, the pretest (the beginning of the project) and the post-test (the final stage). (3) Results: The results showed statistically significant differences between groups and timepoints, with the experimental group scoring higher, demonstrating the effectiveness of the education in programming program for mathematics. (4) Conclusions: Education systems face a challenge in the sphere of the consolidation of technologies in education with the consequent need to change didactic designs to enhance quality, equitable, sustainable education processes.;2020
A distinctive feature of game-based learning environments is their capacity for enabling stealth assessment. Stealth assessment analyzes a stream of fine-grained student interaction data from a game-based learning environment to dynamically draw inferences about students' competencies through evidence-centered design. In evidence-centered design, evidence models have been traditionally designed using statistical rules authored by domain experts that are encoded using Bayesian networks. This article presents DeepStealth, a deep learning-based stealth assessment framework, that yields significant reductions in the feature engineering labor that has previously been required to create stealth assessments. DeepStealth utilizes end-to-end trainable deep neural network-based evidence models. Using this framework, evidence models are devised using a set of predictive features captured from raw, low-level interaction data to infer evidence for competencies. We investigate two deep learning-based evidence models, long short-term memory networks (LSTMs) and n-gram encoded feedforward neural networks (FFNNs). We compare these models' predictive performance for inferring students' knowledge to linear-chain conditional random fields (CRFs) and naive Bayes models. We perform feature set-level analyses of game trace logs and external pre-learning measures, and we examine the models' early prediction capacity. The framework is evaluated using data collected from 182 middle school students interacting with a game-based learning environment for middle grade computational thinking. Results indicate that LSTM-based stealth assessors outperform competitive baseline approaches with respect to predictive accuracy and early prediction capacity. We find that LSTMs, FFNNs, and CRFs all benefit from combined feature sets derived from both game trace logs and external pre-learning measures.;2020
A key debate in computer science education is whether and how computational thinking (CT) is used within disciplines other than computer science. Broad definitions provide many avenues for developing integrated instruction, as practices within existing activities can simply be reframed in terms of CT. But such general use of the term CT may confuse its meaning and dilute its power as a tool for bringing CS to all. In this paper, we take the viewpoint that mathematical thinking and computational thinking share common practices, such as using repetition to accomplish tasks, but these shared ideas may develop differently in mathematics and computer science. We use document analysis to analyze the K-5 Common Core State Standards for Mathematics for the presence of these common practices and describe the specific ways they develop in mathematics. We compare these elements of mathematical thinking to related elements of CT to identify synergies and differences between CT and mathematical thinking. We argue that these synergies and differences have implications for the development of integrated instruction designed to bring CS to all.;2020
A small group of interested upper secondary education students participated in a workshop where they created a particle-based physics engine and used the engine to implement a hanging cloth simulation and a two-dimensional heat diffusion model of their own creation. During the implementation of their models, learning opportunities present themselves in the form of opening up and exploring different dimensions of variation for the students. By varying aspects and discerning how these changes affect the program, students can construct meaning about the system. The students were video and audio recorded during the workshop and interviewed afterwards. Based on the transcripts, students use of programming was analyzed using social semiotics and variation theory of learning with a focus on the three aspects: coding, visualization, and interaction. The analysis identifies usages of programming such as a transductive link between semiotic systems, the ease of varying and iterating aspects, and the ability to enter into a loop of discovery and understanding.;2020
Acknowledgements was not included in the original article and is now provided to this article.;2020
"Across the world, policy initiatives are being developed to engage children with computer programming and computational thinking. Diversity and inclusion has been a strong force in this agenda, but children with disabilities have largely been omitted from the conversation. Currently, there are no age appropriate tools for teaching programming concepts and computational thinking to primary school children with visual disabilities. We address this gap through presenting the design and implementation of Torino, a tangible programming language for teaching programming concepts to children age 7-11 regardless of level of vision. In this paper, we: (1) describe the design process done in conjunction with children with visual disabilities; (2) articulate the design decisions made; and (3) report insights generated from an evaluation with 10 children with mixed visual abilities that considers how children are able to trace (read) and create (write) programs with Torino. We discuss key design trade-offs: (1) readability versus extensibility; and (2) size versus liveness. We conclude by reflecting upon how an inclusive design approach shaped the final result.";2020
Adaptive online learning can facilitate students' support by responding immediately to the user's interactions. Good feedback to students helps closing the gap between actual and desired performance. In this paper we analyze how to introduce online adaptive formative learning in Computer Science, a discipline with well documented challenges that are hard to tackle with traditional classroom methods. Specifically, we developed illustrative learning items teaching Model-Driven Design and implemented them in an online system that implements a model for automatic formative assessment developed by University of Torino. The model takes advantage of an automatic assessment system initially designed for STEM disciplines, then adopted for teaching languages and other disciplines too. The key features of the adaptive model supported by the online system are algorithmic questions, availability, contextualization, immediate feedback, interactive feedback, and open answers. These features are portable across subject domains, so the system can be adapted to include new subjects. We chose MDD because it is a topic of Computer Science education connected with Computational Thinking, software design, and formal methods, which are three of the core areas in need of enhanced support.;2020
Aim/Purpose This paper presents findings on a curricular intervention aimed at integrating computer programming with reading and writing in early elementary school. The purpose of this research was to explore the relation between students' varying literacy levels and their level of success in mastering an introductory programming language. Methodology This curricular intervention study was implemented in a single school district in southeastern Virginia. Of the district's 33 elementary schools, eight schools received an external grant from the U.S. Department of Defense to introduce computer science in early elementary education. Standardized literacy test scores were correlated with internally developed, and age appropriate programming assessment scores from N = 132 second grade students. Contribution This study is the first of its kind to look at how students at varying literacy levels succeed in mastering an introductory programming language when introduced through a literacy lens. Findings The findings indicated that there was strong evidence for a weak, positive correlation between students' literacy levels, as determined by the PALS assessment, and their programming mastery, as determined by the curricular programming assessments. The positive correlation suggests that there may indeed be underlying constructs that overlap between literacy and programming. Recommendations for Practitioners Consider integrating computer programming as a foundational component of the literacy curriculum, especially in the early grades, where the two skill sets can mutually support one another. Recommendations for Researchers Additional research is necessary, using a variety of literacy and programming measures, to continue to understand the relationship between emerging literacy and emerging computer programming skills. Impact on Society Reimagining computer programming as a language has significant implications for how we teach programming in schools and how students then use programming out in the workforce. Future Research Future work will repeat this curricular intervention with younger students: the district's first grade and kindergarten classrooms. Introducing programming through the Coding as Literacy (CAL) approach even earlier in students' literacy trajectories, we believe, will allow the positive impact of programming knowledge to influence students' literacy development. In this next phase of our research agenda, we will collect pre and post literacy scores, both standardized and internally developed, to see the myriad ways that programming knowledge impacts literacy.;2020
Although Machine Learning (ML) is integrated today into various aspects of our lives, few understand the technology behind it. This presents new challenges to extend computing education early to ML concepts helping students to understand its potential and limits. Thus, in order to obtain an overview of the state of the art on teaching Machine Learning concepts in elementary to high school, we carried out a systematic mapping study. We identified 30 instructional units mostly focusing on ML basics and neural networks. Considering the complexity of ML concepts, several instructional units cover only the most accessible processes, such as data management or present model learning and testing on an abstract level black-boxing some of the underlying ML processes. Results demonstrate that teaching ML in school can increase understanding and interest in this knowledge area as well as contextualize ML concepts through their societal impact.;2020
Although there is wide rhetoric that programming should be learnt by all as an element of computational thinking (CT), in practice, it is mostly implemented narrowly as an end in itself consisting of routine practice and traditional testing of the ability to code. This paper discusses a way in which programming could be seen through a wider integrated pedagogical approach as jointly cultivating meaning making of computational concepts in conjunction with the adoption of practices and strategies in a relevant meaningful context for learners. We elaborate on a case of learning to code through digital game modding where programming and other computational concepts coexist. Our design frame includes the principles of black and white box designs, of students as de-buggers of engineered half-baked games and of games embedding both concepts and values in simulations involving wider contested complex issues. We use our analysis of the meaning making of students as they debug a choice-driven simulation game specially designed to bring this integrated kind of learning to the fore. We show elements of context-aware integrated CT connecting otherwise fragmented areas such as databases, block-based programming, Geographical Information Systems design.;2020
"An initiative recently established at our institution is creating new opportunities for students to deepen their understanding of code and computational thinking, and to embrace questions of access, equity and social justice. In this short paper we report on two contextualized computing courses in this initiative that introduce coding and computational thinking through contextualizing two subfields of AI: Natural Language Processing and Machine Learning. The goal was two-fold: to help students gain foundational computational skills to further their own creative and critical practices; and more broadly, to help them develop better-informed critiques of the use of algorithmic systems, especially AI technology.";2020
An ongoing problem for teacher education institutions is bridging the gap between theory and practice and offering authentic experiences to challenge preservice teachers' pedagogical decision-making. Preservice practicums simulate teaching and can, at best, offer controlled experiences in familiar settings. This restricts the opportunities for preservice teachers to develop confidence in their own pedagogical decision-making and to adapt curriculum to meet unknown or unforeseen conditions. This paper describes, through a small-scale qualitative case study, a teaching experience in an unfamiliar setting, the persistent actions taken to respond to a specific context and the impact this had on preservice teacher knowledge and self-efficacy. The study found that preservice teacher self-efficacy can be scaffolded in real-world contexts provided sufficient planning, peer support and mentoring is available.;2020
Approaches to STEM epistemology are related to the so-called Integrated STEM Education. Curriculum integration of STEM contents based in constructivism theories of learning as a context to implement the STEM epistemology. There are two approaches for STEM education integration: the content integration and the context integration. Computational Pedagogy is a didactic model that applies the Computational Science experiment in order to collect and analyze real- time data in alignment with the practices of Computational Thinking. In this work, the inquiry based teaching and learning strategy is implemented in order to measure the Hubble Universe expansion constant in agreement with the standard Scientific and Engineering practices as a computational experiment.;2020
Around the world, programming education is actively promoted by such factors as economic and technical requirements. The use of a robot in programming education could help students understand computer-science concepts more easily. In this study we designed a course in programming a robot for elementary school students and investigated its effectiveness by implementing it in actual classes. We further examined the effects of students' prior skills and of gender on the outcomes. In addition, we reviewed the applicable teaching and learning strategies in the field of robotics programming. Our course in programming a robot was implemented for 155 Korean elementary school students in the fifth and sixth grades. The course was conducted for 11 weeks. Our results show that teaching programming by using a robot significantly improved computational thinking and creativity. Computational thinking, however, was not significantly improved in the group that initially showed high scores. Further, creativity was improved more in girls than in boys, and the mean difference was statistically significant, but the difference in computational thinking was not. The implication of this study is that the best approach is to design a course in programming a robot and apply it in actual classrooms in order to discuss teaching and learning strategies according to students' prior skills and their gender.;2020
Artificial intelligence and machine learning are making their ways rapidly to K-12 education. Google Teachable Machine, powered by convolutional neural networks, provides an easy-to-use yet powerful tool for classification tasks. We conducted a series of co-design workshops with primary school children, where they explored and designed their own machine learning powered applications with Google Teachable Machine. Our results show that Google Teachable Machine is a feasible tool for K-12 education. The trained machine learning models are lightweight and computationally efficient, and the applications are usable even with low-end mobile devices. The students and teachers appreciated the multidisciplinary and inclusive workshop, which supports development of transversal competencies in accordance to the national primary school curriculum.;2020
As artificial intelligence (AI) continues to have a fundamental impact in our world and lives, a crucial need arises for integrating ethical and constructivist principles in the design of AI systems, and related computational thinking. We discuss aspects and examples of ethical and constructivist design of AI in the context of the target article, and especially in the domains of future-oriented ethical design and computing education.;2020
As the definition of computational thinking (CT) in education continues to evolve, researchers have investigated the integration of CT in K-12 learning contexts and students' perceptions and development of CT in these integrated learning experiences. Drawing on prior work, this study explored the evolution of two elementary school girls' conceptions and practices of CT in science as they participated in a four-week CT-integrated science unit at a summer camp using the Dash robot and the Blockly app. Three CT concepts: loops, sequences, and conditionals, were integrated into a unit on the reproduction cycle of flowerless plants. Observations, participant drawings, and analysis of Blockly code revealed that the children improved in their CT practices. In addition, the CT-integrated science unit developed for this study successfully engaged both participants, even when one expressed a low interest in science. The study suggested that defining computing vocabulary, using checkpoint activities with immediate and corrective feedback, and scaffolding of coding concepts with unplugged activities were particularly necessary in promoting CT and the integration of CT and science education in an elementary-level informal learning context.;2020
At 21st century Computational Thinking (CT) is considered a fundamental skill that anyone should possess and develop from a young age. Serious games and more specifically educational games (EGs) are a promising means of introducing algorithmic thinking and programming concepts and engaging students through the process of learning. In this article, a new EG called Blockly Script is presented. BlocklyScript aims to help students develop their CT by learning basic programming concepts, designing algorithms and correcting mistakes. During the designing phase different EGs were taken under consideration and an EG design framework was followed in order to provide a better user experience. The game was evaluated by 10 experienced computer science educators of primary and secondary schools. The positive results of this pilot evaluation show that BlocklyScript is expected to help students understand the basic concepts of CT. However, the game should be evaluated by more teachers and students in order to provide future researchers with safe results.;2020
At present, the problem of predictors of successful learning of programming and mastery of computer thinking is becoming especially urgent. The authors proposed to analyze the structure of the intellectual abilities of students of different education profiles to identify the intelligence features of future information technology specialists. The study involved 319 first-year students of the Ural State Pedagogical University of Yekaterinburg. To study the characteristics of computer intelligence indicators, a universal intellectual test was used. The following factors were identified in the structure of the intelligence of computer scientists: 1) probabilistic-mathematical, 2) verbal-informational, 3) visual-spatial. The mathematical intelligence of computer scientists is not associated with verbal-logical thinking because the leading factors are the ability to consistently work out the hypotheses put forward on the basis of an intuitively distinguished general property of a cognizable phenomenon. The authors also found that digital technologists quickly switch to various mental actions, relying on various forms of spatial manipulations with a cognizable object.;2020
Background and Context: There are studies which indicate that computer programming supports high-level abilities for everyone such as creative thinking, questioning, problem solving and critical thinking which are considered within the scope of 21st-century abilities. Objective: The current experimental study was carried out to put forth the impact on the problem solving and cognitive abilities of computer programming course applied on 4-5-year-old preschool children. Method: The study was arranged according to a pretest-posttest control group experiment model. Findings: According to the results, there is an increase in the non-verbal cognitive abilities of children in the experiment group with no statistically significant difference in their problem-solving skills. Implications: Our findings give an evidence about the effects of a coding course on preschool children through the use of two validated tests for problem-solving skills and cognitive skills.;2020
"Background Educational robotics (ER) is increasingly used in classrooms to implement activities aimed at fostering the development of students' computational thinking (CT) skills. Though previous works have proposed different models and frameworks to describe the underlying concepts of CT, very few have discussed how ER activities should be implemented in classrooms to effectively foster CT skill development. Particularly, there is a lack of operational frameworks, supporting teachers in the design, implementation, and assessment of ER activities aimed at CT skill development. The current study therefore presents a model that allows teachers to identify relevant CT concepts for different phases of ER activities and aims at helping them to appropriately plan instructional interventions. As an experimental validation, the proposed model was used to design and analyze an ER activity aimed at overcoming a problem that is often observed in classrooms: the trial-and-error loop, i.e., an over-investment in programming with respect to other tasks related to problem-solving. Results Two groups of primary school students participated in an ER activity using the educational robot Thymio. While one group completed the task without any imposed constraints, the other was subjected to an instructional intervention developed based on the proposed model. The results suggest that (i) a non-instructional approach for educational robotics activities (i.e., unlimited access to the programming interface) promotes a trial-and-error behavior; (ii) a scheduled blocking of the programming interface fosters cognitive processes related to problem understanding, idea generation, and solution formulation; (iii) progressively adjusting the blocking of the programming interface can help students in building a well-settled strategy to approach educational robotics problems and may represent an effective way to provide scaffolding. Conclusions The findings of this study provide initial evidence on the need for specific instructional interventions on ER activities, illustrating how teachers could use the proposed model to design ER activities aimed at CT skill development. However, future work should investigate whether teachers can effectively take advantage of the model for their teaching activities. Moreover, other intervention hypotheses have to be explored and tested in order to demonstrate a broader validity of the model.";2020
Background. Recent years have seen the resurgence of board games designed for entertainment, and to teach or explicate real life problems. The revival of board gameplay has been discussed in mainstream media, and has drawn the attention of researchers. Yet, in the field of games studies, the conception of games as learning spaces is mostly emphasized through digital/video games. Aim. This literature review reveals the current knowledge regarding the learning potential of board games in various settings, subjects, and diverse learners. Results. Board games are spaces for mathematical learning and learning spaces that can enable the learning of various contents. Board games allow for various interactions that result in players engaging in computational thinking, teamwork, and creativity. Conclusion. The relationship between board gameplay and learning is evidenced across disciplines and countries. Board games simplify complex issues and systems, which make them appropriate to further explore learning and concepts such as motivation and computational thinking in formal and informal settings. Furthermore, there is need to expand research on learning in commercial board games.;2020
Background/Context: Computer science has been making its way into K-12 education for some time now. As computer science education has moved into learning spaces, research has focused on teaching computer science skills and principles but has not sufficiently explored the emotional aspects of students' experiences. This topic warrants further study because learning to code is a complex emotional experience marked by intense periods of success and failure. Purpose/Objective/Research Question/Focus of Study: The purpose of our study is to understand how reflecting on and making art might support students' emotional experience of learning to code. We focus our efforts on students' experiences with debugging, the process of figuring out how to fix broken code. Our research questions are: How did students reflect on their experiences and emotions in the context of art making about debugging? How did students describe the potential for making art to shape their coding practice? Setting: The setting is a two-week computer programming workshop at a non-profit organization focused on computer science education. Population/Participants/Subjects: Participants are 5th through 10th grade students attending Title I schools or with demonstrated financial need. Intervention/Program/Practice: Students participated in a visual arts class for an hour each day of the two-week workshop, in addition to three coding classes. Research Design: Design-based research anchored our study. Data sources included students' written artist statements, artifact-based interviews about artwork, and in-process conversations with the researcher-teacher leading the art class. We used a storytelling framework to make sense of how elements of our curriculum and instructional design supported student reflections on obstacles in coding, how they talked about debugging events over time, and the range of emotions they expressed feeling. Findings/Results: Findings suggest that making and reflecting on art can support students in offering descriptive accounts of learning to code and debug. Students' stories highlighted the range of ways they experienced failure in coding, the causes of those moments of failure, the flow of events through failure (what was disrupted, how the experience changed over time, and whether it was resolved), and the emotions (about emotions) that framed failure. Moreover, students described the ways that art making shaped their coding practice, including transforming how they understood themselves, set goals, relaxed after a stressful coding class, approached problem solving, and set expectations. Conclusions/Recommendations: Our results have implications for the redesign of our intervention and more broadly for the design of learning environments and computer science pedagogy.;2020
Background: Empirical research into the efficacy of Arduino- and Scratch-based interventions in science, technology, engineering, and mathematics (STEM) has greatly increased in the recent years. The purpose of this meta-analysis is to compute the overall effect of these interventions. Setting: The settings for the interventions being meta-analyzed are K-12 and post-secondary classrooms. Research design: This study uses a meta-analytic methodology to aggregate the effects of 11 quantitative studies with 29 unique effect sizes to produce a cumulative effect size along with relevant visual presentations of the effectiveness of the interventions. Data collection and analysis: Data for this study were collected through a detailed literature search using the PRISMA guidelines and all analyses were conducted using STATA 16 statistical software. Results: The results indicate that Arduino- and Scratch-enabled interventions had an overall positive effect (d = 0.67 (CI: 0.40, 0.95) on students' STEM academic achievement and their perceptions towards STEM. Conclusion: Hands-on engineering activities that encourage computational thinking and employ a combination of Arduino and Scratch can have profound impacts on students' problem-solving skills, understanding of computation, and interest towards engineering professions. Implication: This research informs STEM instructional leaders and policy makers about the positive effects and future promise of open source Arduino hardware and freely available Scratch software in STEM education.;2020
Based on the analysis of sonic famous instructional cases in programming education and in-depth interviews with primary school teachers who are engaged in programming education, this paper focuses on the instructional procedure and strategies of primary school programming education for cultivating students' computational thinking. This examination reveals the current situation and possible problems in the practice of cultivating computational thinking and provide some useful references. Continuous comparison are used to code and analyze the interview data. The article founds that the instructional procedure of cultivating computational thinking in prograimning education generally involves five major stages: knowledge review, new knowledge exploration, problem analysis, programming on computer, and the stage of reflection. Instructional strategies accordingly include: mind map-supported, unplugged programming, flow chart use, pair programming, log reflection, and more. Finally, the paper concludes with the problems that appeared in teaching, especially in the stage of new knowledge exploration, unplugged programming and pair-programming.;2020
Based on the features of Python and the situation of case-based teaching, this paper develops and implements a complete online Python teaching case library. The teaching contents of a Python programming were divided into ten parts: basic knowledge, three basic structures, functions and modules, object-oriented thinking, file and database programming, network and multithreading programming, image programming, web crawling, as well as data analysis and visualization. Each part was provided with several basic teaching cases. Following the idea of software engineering, our case library was designed based on ChaoXing, a famous online learning platform in China. The designed case library offers a clear path from data acquisition, data storage, data processing, to data visualization. It also provides a wealth of up-to-date and extensible contents, enabling learners to apply the knowledge to practice. Through application of the proposed case library, the students all achieved excellent performance, published innovative academic papers, and selected suitable topics for graduation thesis. The library also greatly promotes the abilities of students in computational thinking, programming level, and solving complex engineering problems.;2020
Basic digital education is becoming an important topic, also at primary level. Computational thinking is seen as one of the basic conditions for fostering students' problem-solving thinking skills in primary school. In the field of early computing education, however, there are no empirically founded competence models available yet. Nevertheless, experts agree that playful methods of programming, e.g. with robots, can foster computational thinking and creativity. Enhancing creativity is an important task in primary education and it is also one of the key skills required for 21st century learning. First programming with Ozobots, which are small robots that can be programmed with color codes, is part of a research project of the University College for Teacher Education in Lower Austria. By using the method of lesson study, it will be investigated if aspects of creativity in programming Ozobots can be identified or differences between girls and boys can be determined. The purpose of this paper is to show how an introduction to programming with Ozobots in a child friendly way can be successful at primary level. It will also be shown how computing education can be integrated in primary school. In addition, the results of the lesson study research will be presented.;2020
"By providing students with a highly interactive and hands-on learning experience, robotics promises to inspire a new generation of mathematical learning. This paper aims to review the empirical evidence on the application of robotics in mathematics education and to define future research perspectives of robot-assisted mathematics education. After a systematic search in online database via keyword search and snowballing approach, we analyzed 20 empirical studies on how to teach and learn mathematical knowledge through robotics. The results indicate that (1) most studies were conducted with a small sample size, the largest research groups were elementary school students and secondary school students, most studies used LEGO robots, robots were primarily applied to teach and/or learn graphics, geometry, and algebra, and almost half of the studies taught mathematics by engaging students in game-like interactions with robots; (2) half of the studies adopted a non-experimental research design, and most studies evaluated student performance through observation, test/examination, questionnaires, or verbal interviews; and (3) instructional implications proposed in the 20 papers can be clustered into four themes: human-robot interaction, connections between mathematics and real life, pedagogical suggestions, and facility conditions. The 20 papers suggest that robotics generally plays an active role in mathematics education; however, there are indeed situations in which no significant improvement was found in students' mathematical learning. In view of this, we prospect the future research perspectives of robot-assisted mathematics education and propose that more rigorous intervention studies could be conducted to further explore the integration of robotics and mathematics education.";2020
Code literacy is posited as the foundational literacy involved in computer programming [1]. While educational interest in this field has centered on the promotion of STEM learning and computational thinking, understanding how learners acquire code literacy required for computer programming is the focus of this theoretical paper. In understanding the concepts involved in this literacy, linguistic theory provides the foundations in revealing fundamental understanding on the process of code programming as a system for writing and communicating information[1]-[3]. Conceptual understanding of this literacy process is connected to symbols, syntax, semantics and pragmatics of general linguistic theory from the perspective of the code program learner as language learner. The code programming is examined as a form of authoring process through the use of linguistics rules and conventions. The analysis provides for fundamental conceptualization of educational implications for teaching and learning computer language programs. Code literacy is identified as different from traditional language linguistics along the pragmatics dimension of linguistics theory. Educational implications for code literacy development are subsequently addressed.;2020
Coding skills are becoming more and more important in today's world, especially within the context of the fourth industrial revolution. They also help practice other 21 century skills such as computational thinking, problem solving and teamwork. Unfortunately, learning how to program is tough and can be also frustrating for beginner students. In this work we introduce RoboTIC, a serious game based on gamification and Augmented Reality that facilitates the learning of programming to students in lower levels of the education system by using a novel set of visual metaphors derived from a notation of roads and traffic signs. The architecture that supports RoboTIC has been designed to allow the integration of multimedia components when new programming concepts and techniques must be addressed and to add game levels that enable students to learn incrementally. Experiments have been conducted in a youth center with children who do not have coding skills at all to demonstrate the feasibility of the proposal. The results show promising conclusions in terms of children's motivation and interest in programming.;2020
Computational thinking (CT) and modeling are authentic practices that scientists and engineers use frequently in their daily work. Advances in computing technologies have further emphasized the centrality of modeling in science by making computationally enabled model use and construction more accessible to scientists. As such, it is important for all students to get exposed to these practices in K-12 science classrooms. This study investigated how a week-long intervention in a regular middle school science classroom that introduced CT and simulation-based model building through block-based programming influenced students' learning of CT and force and motion concepts. Eighty-two seventh-grade students from a public middle school participated in the study. Quantitative data sources included pre- and post-assessments of students' understanding of force and motion concepts and CT abilities. Qualitative data sources included classroom observation notes, student interviews, and students' reflection statements. During the intervention, students were introduced to CT using block-based programming and engaged in constructing simulation-based computational models of physical phenomena. The findings of the study indicated that engaging in building computational models resulted in significant conceptual learning gains for the sample of this study. The affordances of the dynamic nature of computational models let students both observe and interact with the target phenomenon in real time while the generative dimension of model construction promoted a rich classroom discourse facilitating conceptual learning. This study contributes to the nascent literature on integrating CT into K-12 science curricula by emphasizing the affordances and generative dimension of model construction through block-based programming.;2020
Computational thinking (CT) and the coding element of it are progressively entering in the primary school curriculum worldwide. Yet, little is known about the effects of these skills on children's cognitive development. In a cluster-randomized controlled trial, we examined how 1st-grade children's gains in coding skills that follow instructional intervention transfer to two important executive functions (EFs): planning and response inhibition. One-hundred seventy-nine (179) first graders from 5 schools and 10 class groups, with no prior experience of coding, were randomly assigned to an experimental (coding, 5 classes) or control (standard STEM, 5 classes) instructional condition. The experimental intervention involved 8 h of coding activities (two weekly lessons for 4 weeks), through the Code.org platform. Children in the control group were exposed to standard STEM instruction. Four coding tasks drawn from Code.org , two standardized planning tasks (Elithorn maze test and Tower of London, ToL, test) and two standardized response inhibition tasks (NEPSY-II inhibition subtest and numerical Stroop), were used to assess children's skills at the pretest and posttest (after the instructional intervention). To measure retention, the same skills were also assessed for 44 children from the experimental group 5 weeks from the posttest (follow up). The results show that practice with coding through Code.org not only improved measurably children's ability to solve coding problems, but also their EFs, increasing the time children spent planning, their ability to solve standardized planning tasks, and to inhibit prepotent responses. Such findings add to the still limited literature on the cognitive effects of coding, deepening our understanding of the positive implications of introducing Computational Thinking early in the school curriculum.;2020
Computational Thinking (CT) concepts and practices involve higher-order cognitive skills. Higher-order cognitive skills can be assessed using a performance-based assessment of programming processes. This study presents EasyCode, a performance-based assessment platform for developing CT in students. Distinct from existing methods that rely on the static code analysis of students' artifacts, EasyCode conducts a dynamic code analysis, enabling the assessment of CT practices throughout the programming process. EasyCode aids student learning by setting performance tasks and providing an online judgment service, which tests the functionality of students' submitted code and provides immediate feedback. For students with needs, EasyCode provides a support mode with tailor-made toolboxes and decomposed subtasks to help them develop CT concepts and practices. The performance tasks on EasyCode are categorized into three difficulty levels to provide a progressing ladder for students. A sample CT performance task is provided to illustrate how EasyCode facilitates students' learning of CT concepts and practices.;2020
